sentence,language
Bên đây này!,Vietnamese
ਉਸਦੇ ਸ਼ਾਨਦਾਰ ਜੀਵਨ ਦਾ ਗੁਪਤ ਤੱਤ ਅਪਰਾਧ ਸੀ।,Punjabi
Vreau să-mi cumpăr o salopetă... dar să știu că nu mi se potrivește.,Romanian
你最近怎么样？,Mandarin
سنام الجمل,Arabic
"Yon ti aksyon t ap chanje lavi l, men si l t ap vin pi bon oswa an mal, li poko detèmine.",Haitian Creole
Sie faltete ihr Taschentuch ordentlich zusammen.,German
Walk around/through the park.,English
어제 과음했어요. 그런데 말짱해요.,Korean
Vreau fiica mea,Romanian
Zij voelt zich hier thuis.,Dutch
Veíamos la televisión cuando los abuelos llegaron.,Spanish
Herr Kästner ist ein vorsichtiger Fahrer.,German
Al momento non stanno scrivendo molto.,Italian
Ela está no banheiro,Portugese
Dopo incontro Rossella.,Italian
Lui si ricordava di me.,Italian
A bientôt,French
Anh ấy có một câu hỏi đơn giản.,Vietnamese
প্ৰতিখন পূৰ্ণিমাৰ দিনা,Assamese
John part en vacances demain,French
Qu'est-ce que c'est ?,French
Eu não estou assistindo teve,Portugese
انها بالغثيان. إنها تشعر بالغثيان.,Arabic
Я рассвирепел.,Russian
Arreglen el cuarto.,Spanish
Con trai (của) ông ấy rất thông minh,Vietnamese
Aspetto di essere pagato.,Italian
"তার টাকা ফুরিয়ে গিয়েছিল, তাই তাকে জুজু খেলা বন্ধ করতে হয়েছিল।",Bengali
Я раздетый.,Russian
こなのくすりは、１ふくろずつです。,Japanese
"মোৰ সদায় তাজিকিস্তানলৈ যাবলৈ মন গৈছিল, কিন্তু মোৰ মেকুৰীয়ে মোক মিছ কৰিব।",Assamese
"Jeanne wünschte, sie hätte den roten Knopf gewählt.",German
Auf Uhren sehe ich oft die Zeit 11:11 oder 12:34.,German
いや、いいです。２番目アパートをみせてください。,Japanese
أنا متشائم,Arabic
জলে ঊরু-উঁচুতে থাকা জেলেদের রাতের খাবারের আশা অচিরেই হতাশায় পরিণত হয়।,Bengali
Senz'altro fraintenderà la situazione.,Italian
Sie brauchen das Buch nicht zurückzugeben.,German
"Deine Freundin hat dein Lieblingskeks-Müsli gekauft, aber vergessen, Milch zu holen.",German
I have to practice soccer everyday.,English
例えば、引っ越しの1ヶ月前までに予約すれば、１０％安くなるみたい。,Japanese
গ্লভছবোৰে মোৰ ভৰি দুখনক অতিৰিক্ত কামৰ পৰা ৰক্ষা কৰে।,Assamese
Mähdrescher sind nicht mehr nur etwas für landwirtschaftliche Betriebe.,German
きょうは、いいてんきでした。,Japanese
Вы играли на скрипках очень хорошо.,Russian
টম পাই একটি ছোট টুকরা.,Bengali
"η μητηρ ηπιστατο αυτη μεν ασφαλης ουσα, την δε θυγατερα εις κιδυνον εμπιπτουσαν.",Greek
Son chien mange.,French
রহস্যময় ডায়েরি ভয়েস রেকর্ড করে।,Bengali
I love historical events.,English
Kartoffelecken sind wahrscheinlich nicht das Beste für Beziehungen.,German
Sie fand seine völlige Stumpfheit interessant.,German
Mi csökkenti a fájdalmat?,Hungarian
ই তেওঁক অফ গাৰ্ড ধৰিলে যে স্থানত জুইত পোৰা ষ্টেকৰ গোন্ধ ওলাইছিল।,Assamese
Qu'est-ce que tu étudies ?,French
Mennyit dolgozik?,Hungarian
"Da questa parte, prego.",Italian
Они упали.,Russian
আজি ৰেইনকোট এটা কিনি ৰ'দৰ দিনত পিন্ধিলো।,Assamese
"οταν απη(ι) ο δεσποτης, οι δουλοι παυονται εργαζομενοι.",Greek
Est-ce que tu veux aller au cinéma ?,French
Credo di si.,Italian
مختلف تماما,Arabic
Eravamo vissuti insieme dagli anni ottanta.,Italian
"Aceasta este o masă bună, sperăm",Romanian
Dude que yo no tenga tarea en mis clases.,Spanish
Yo pienso que de la Academia de Villa Walsh es excellente.,Spanish
Je ne suis pas occupé,French
εφη τους πατερας αυτων ανδρειως μαχομενους τους Περσας νικησαι.,Greek
"Es war offensichtlich, dass ihr heiß, verschwitzt und müde war.",German
I work for Shop Rite.,English
Qual é o seu trabalho?,Portugese
الطريقة الوحيدة لحل هذه المشكلة هي لشراء الشركة.,Arabic
Je n'ai pas peur,French
그 사람은 벌써 학교를 졸업했어요!,Korean
ਜੀਨ ਨੇ ਕਾਮਨਾ ਕੀਤੀ ਕਿ ਉਸਨੇ ਲਾਲ ਬਟਨ ਚੁਣਿਆ ਹੈ।,Punjabi
Bạn thật đặc biệt.,Vietnamese
أنا التواء كاحلي حين كنت ألعب كرة القدم.,Arabic
Voglio telefonare a mio figlio.,Italian
"After a while, my mom no longer went with us to the beach.",English
"Nachdem Brian den Alligator abgewehrt hatte, musste er sich immer noch der Anakonda stellen.",German
Estaba muy triste.,Spanish
عرض مارك تقنية جديدة فعالة.,Arabic
Aiuto i bambini a fare i compiti.,Italian
"তিনি অন্ধকারে আলোর সুইচ খুঁজছিলেন, কিন্তু অবশেষে যখন তিনি এটি খুঁজে পেলেন সেখানে ইতিমধ্যেই কেউ ছিল।",Bengali
Tais-toi,French
Il dialogo è la cosa più bella.,Italian
Je suis marié,French
De rien,French
Can you play an instrument?,English
Milyen a lakása?,Hungarian
Nhanh lên nào!,Vietnamese
إحدى السلبيات هي أن الموظفين يحبون هذا المبنى.,Arabic
Corten el césped.,Spanish
Моя подру́га чáсто читáет в моём кресле.,Russian
Следуйте за нами.,Russian
Otthon angolul és magyarul beszélünk.,Hungarian
"Très bien, merci",French
Habt ihr daran gedacht?,German
,Romanian
"Verbessere die körperliche Fitness deines Goldfischs, indem du ihm ein Fahrrad besorgst.",German
"Wi, mwen panse ke li se yon bon anviwònman pou aprann angle.",Haitian Creole
Scordatelo.,Italian
"একটি শান্ত বাড়ি চমৎকার, যতক্ষণ না আপনাকে কয়েক মাস সেখানে থাকার নির্দেশ দেওয়া হয়।",Bengali
友だちが遊びに来たし、彼女と電話で話したし、きのうはとてもいい日でした。,Japanese
Будь доволен.,Russian
"Er betrat leise das Museum, als der Super Bowl begann.",German
"Họ ủng hộ tôi, nên họ giúp đỡ tôi.",Vietnamese
Era o afacere când purta costumul de clovn.,Romanian
"এটা বুঝতে তার একটু সময় লেগেছে যে সবকিছু সে পরিবর্তন করবে না, আসলে সে বেছে নিচ্ছে।",Bengali
このネックレスはいかがですか。,Japanese
Gehst du zur Bäckerei?,German
"ਜੇਕਰ ਤਿੰਨ-ਆਂਡੇ ਵਾਲੇ ਆਮਲੇਟ ਖਾਣ ਨਾਲ ਭਾਰ ਵਧਦਾ ਹੈ, ਤਾਂ ਬੱਗੀ ਅੰਡੇ ਇੱਕ ਚੰਗਾ ਬਦਲ ਹੈ।",Punjabi
Est-ce que vous vendez des piles ?,French
Cârnat de cas?,Romanian
Ce vrei eu să spun,Romanian
Sa tris.,Haitian Creole
Pouvez-vous répéter s'il vous plaît ?,French
তিনি ক্লাবের একমাত্র সদস্য যিনি বরই পুডিং পছন্দ করেন না।,Bengali
Tôi nghĩ tôi cần luyện tạp nhiều hơn.,Vietnamese
أنا مريض من طبيب برينان.,Arabic
"Am Ende verbrannte er sich die Finger, als er das Feuer eines anderen schürte.",German
Ich sehe euch jeden,German
I genitori sono responsabili dell'educazione dei propri figli.,Italian
Elefan an pat vle pale de moun ki nan chanm nan.,Haitian Creole
"যখন তিনি ঝরনা গরম হওয়ার জন্য অপেক্ষা করছিলেন, তিনি লক্ষ্য করলেন যে তিনি জলের তাপমাত্রা পরিবর্তনের শব্দ শুনতে পাচ্ছেন।",Bengali
Devi parlare molto lentamente.,Italian
لا تفهموني خطأ,Arabic
这是什么？,Mandarin
Est-ce qu'il y a eu des problèmes ?,French
そしたら、ひっこしは12月15日いこうにしないと安くならないってことね。,Japanese
잔칸만요,Korean
Er ist kein James Bond; sein Name ist Roger Moore.,German
あの人が学生かどうかわかりません。,Japanese
আইসক্রিম ট্রাক আমাদের সবার জন্য খারাপ স্মৃতি ফিরিয়ে আনে।,Bengali
"যদিও তিনি ভাবতেন যে পৃথিবী সমতল, তিনি বিশ্বজুড়ে ভ্রমণ করতে চাওয়ার বিড়ম্বনা দেখতে পাননি।",Bengali
Qu'est-ce que tu recommandes ?,French
La teneva per mano.,Italian
你平时怎么洗衣服,Mandarin
وزادت الإيرادات بشكل كبير.,Arabic
Est-ce que ce stylo est à toi ?,French
Yo iré a mi casa y estudiaré por mis pruebas.,Spanish
Μαγειρεύω μπριζόλα.,Greek
তিনি তার ইগুয়ানাকে সমর্থন করার জন্য তার চুলকে সবুজ করে তোলেন।,Bengali
"Wenn Sie alle Möglichkeiten in Betracht ziehen, sich selbst und die Welt zu verbessern, bemerken Sie, dass John Travolta ziemlich unglücklich zu sein scheint.",German
A4サイズのあおいふうとうに入っているはずだが。,Japanese
¿Ariste él nuestro escuela?,Spanish
ਉਸ ਨੇ ਫੈਸ਼ਨ ਆਈਕਨ ਵਾਂਗ ਹਰੇ ਰੰਗ ਦੀ ਲਿਪਸਟਿਕ ਪਾਈ ਸੀ।,Punjabi
ল’ৰা-ছোৱালীক যিকোনো বস্তু খাবলৈ দিয়াৰ কৌশলটো হ’ল তাৰ ওপৰত কেচআপ লগাই দিয়া।,Assamese
Не вставать!,Russian
নিজের ভাগ্যকে মেনে নিয়েই সিদ্ধান্ত নিয়েছিলেন তিনি।,Bengali
"Als er darauf wartete, dass die Dusche warm wurde, bemerkte er, dass er die Wassertemperatur ändern hörte.",German
أين توجد استمارات التقديم؟,Arabic
はい。「おたんじょうびおめでとう」と書いてもらえますか。,Japanese
女の人は、どのケーキをちゅうもんしますか。,Japanese
Stell deine Schuhe nicht auf den Tisch!,German
আগামীকাল আবার চেক করুন; দেখব বইটা এসেছে কিনা।,Bengali
Come lo giudica?,Italian
I am good because it is Friday.,English
কঙ্কালের পায়খানায় তার নিজেরই কঙ্কাল ছিল।,Bengali
Potrebbe piovere domani.,Italian
Strumpfhosen und High Heels sind eine interessante Wahl der Kleidung für den Strand.,German
তেওঁৰ get rich quick আঁচনি আছিল কেকটাছৰ ফাৰ্ম এখন খেতি কৰা।,Assamese
Je suis perdu,French
Quand est-ce que nous arrivons ?,French
النضال,Arabic
Chúng tôi cho phép bạn đi.,Vietnamese
لقد كنتُ أتساءل إذا ما تم شغر المنصب بعد.,Arabic
"Το αυτοκίνητο, μου είναι γρήγορο.",Greek
"Das Licht in seinem Leben war eigentlich ein Feuer, das um ihn herum brannte.",German
이거 뭐예요?,Korean
Revèy ki nan blog sa a ak revèy ki sou laptop mwen an se 1 èdtan diferan youn ak lòt.,Haitian Creole
A visat să-și părăsească firma de avocatură pentru a deschide o spălătorie portabilă pentru câini.,Romanian
Спроси у кого-нибудь.,Russian
Sia Mario sia Giorgio hanno deciso di non venire.,Italian
J'ai mal à la tête,French
Cea mai bună parte a căsătoriei sunt biscuiții de animale cu unt de arahide.,Romanian
"I-a luat ceva timp să-și dea seama că tot ceea ce a decis să nu schimbe, de fapt alegea.",Romanian
"ਉਸਨੇ ਉਸਨੂੰ ਇੱਕ ਲੰਮਾ ਪੱਤਰ ਲਿਖਿਆ, ਪਰ ਉਸਨੇ ਇਸਨੂੰ ਨਹੀਂ ਪੜ੍ਹਿਆ।",Punjabi
ਮੱਖੀਆਂ ਨੇ ਆਪਣੀ ਰਾਣੀ ਦੇ ਵਿਰੁੱਧ ਬਗਾਵਤ ਕਰਨ ਦਾ ਫੈਸਲਾ ਕੀਤਾ।,Punjabi
Την προηγούμενη εβδομάδα αυτός ήταν διακοπές.,Greek
Gerne nehme ich Ihre Spende entgegen; jeder Betrag wird sehr geschätzt.,German
Он швейцарец.,Russian
Edith te kapab deside si li ta dwe pentire dan li oswa bwose zong li.,Haitian Creole
Merele sunt din România,Romanian
পুরানো আপেল তার কর্তৃত্বে আনন্দিত।,Bengali
Con mèo của cô ấy có bình thường không?,Vietnamese
من الطاقة أمر في غاية الاهمية.,Arabic
おだいじに。,Japanese
Es-tu prêt?,French
Klaus schwänzt seit einer Woche.,German
Je zult morgen wel spierpijn hebben.,Dutch
A qui est ce livre ?,French
Li te gen abitid pran douch nan limonad.,Haitian Creole
হাতীটোৱে কোঠাটোত থকা মানুহজনৰ কথা ক’ব নোখোজে।,Assamese
まるいかたちとしかくいかたちがございますが、どちらがよろしいですか。,Japanese
A fost surprins că imensa lui lenea a fost inspirată pentru alții.,Romanian
ਅੱਜ ਗੈਰੇਜ ਦੇ ਦਰਵਾਜ਼ੇ ਰਾਹੀਂ ਮੇਰੀ ਕਾਰ ਦੇ ਕਰੈਸ਼ ਨਾਲ ਪਹੁੰਚਿਆ।,Punjabi
